event_id,event_date,event_title,country_name,admin_division_name,latitude,longitude,landslide_category,landslide_trigger,landslide_size,fatality_count,injury_count
2164,07/29/2010 11:00:00 PM,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",India,Manipur,25.3098633,94.48214677,landslide,downpour,medium,0.0,
7370,08/01/2015 12:00:00 AM,between Moltuk to New Songjang village,India,Manipur,24.1419,94.1078,landslide,continuous_rain,medium,0.0,0.0
1109,08/20/2009 12:00:00 AM,Lumding-Badarpur section in North Cachar Hills district,India,Assam,25.5215,93.1645,landslide,downpour,medium,0.0,
322,10/21/2007 12:00:00 AM,National Highway 53 at Nungba in Tamenglong district of Manipur,India,Assam,24.75,93.4333,landslide,rain,medium,,
5552,09/24/2013 12:00:00 AM,"Ukhrul, Manipur",India,Manipur,25.0985,94.3619,landslide,unknown,medium,,
7031,05/24/2015 12:00:00 AM,"Bop, Sikkim",India,Sikkim,27.6163,88.6586,landslide,unknown,medium,0.0,0.0
9405,04/19/2016 12:00:00 AM,"Techahan Ward, Mon, Nagaland, India",India,Nagaland,26.7223,95.0243,landslide,continuous_rain,medium,0.0,0.0
5343,08/17/2013 11:00:00 PM,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,India,Assam,24.7625,93.4341,landslide,continuous_rain,medium,,
6971,06/09/2015 12:00:00 AM,"Itanagar, Arunachal Pradesh",India,Arunachal Pradesh,27.0987,93.816,landslide,continuous_rain,medium,2.0,2.0
1611,04/01/2010 12:00:00 AM,"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",India,Assam,25.1553,93.028,landslide,downpour,medium,3.0,
147,07/30/2007 12:00:00 AM,Lawngtlai,India,Mizoram,22.533,92.899,landslide,downpour,medium,,
4382,06/03/2012 12:00:00 AM," between Harangajao and Mailongdisa, Assa,",India,Assam,25.1175,92.8573,landslide,downpour,medium,,
1112,08/20/2009 12:00:00 AM,"NH31A, Mile 27 near Rambi",India,Sikkim,27.1761,88.5287,mudslide,downpour,medium,0.0,
2424,09/13/2010 12:00:00 AM,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",India,Mizoram,23.591,92.9296,landslide,downpour,medium,0.0,
78,05/23/2007 12:00:00 AM,"Pangthang, on road b/t Gangtok and North Sikkim",India,Sikkim,27.3383,88.6069,landslide,rain,medium,,
5431,09/01/2013 12:00:00 AM,"Tamenglong, Manipur",India,Assam,24.9829,93.5063,mudslide,continuous_rain,medium,0.0,
3672,06/29/2011 12:00:00 AM,"Portions of NH 39, Connectin Manipur with Assam via Nagaland",India,Assam,25.5125,93.3613,landslide,downpour,medium,0.0,
2253,08/15/2010 11:00:00 PM,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",India,Manipur,25.31006064,94.48265093,landslide,downpour,medium,0.0,
1108,08/20/2009 12:00:00 AM,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",India,Assam,24.9925,93.5,landslide,downpour,medium,0.0,
6105,06/26/2014 11:00:00 PM,Arunachal Pradesh,India,Arunachal Pradesh,28.9205,95.3429,landslide,continuous_rain,medium,0.0,0.0
9168,06/12/2016 11:00:00 PM,"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",India,Arunachal Pradesh,27.6438,93.871,landslide,downpour,medium,0.0,0.0
3560,05/31/2011 02:30:00 PM,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",India,Manipur,24.8286,93.5935,landslide,downpour,medium,2.0,
587,06/15/2008 12:00:00 AM,"Lakhimpur district, Bihpuria, Assam",India,Assam,27.2298,94.0989,landslide,downpour,medium,17.0,
8012,09/06/2015 03:00:00 PM,"Umling, Meghalaya 793102, India",India,Meghalaya,25.9703,91.8584,landslide,unknown,medium,0.0,0.0
7335,08/18/2015 09:00:00 AM,Tura Civil Hospital,India,Meghalaya,25.5145,90.2023,landslide,continuous_rain,medium,0.0,0.0
3983,09/23/2011 12:00:00 AM,"Maighuli, Guwahati, Meghalaya",India,Assam,26.1548,91.7351,landslide,downpour,large,4.0,
148,07/30/2007 12:00:00 AM,Saiha,India,Mizoram,22.479,92.967,landslide,downpour,medium,,
7385,08/01/2015 12:00:00 AM,"Holenjang, Chandel district",India,Manipur,24.004,93.9815,landslide,continuous_rain,medium,0.0,0.0
2575,10/09/2010 12:00:00 AM,"road between Haflong and Lanka, Assam",India,Assam,25.5242,92.9914,landslide,downpour,medium,0.0,
3840,07/25/2011 12:00:00 AM,Manipur,India,Manipur,24.6869,93.9157,landslide,downpour,medium,0.0,
6015,05/08/2014 12:00:00 AM,Lohit District of Arunachal Pradesh,India,Arunachal Pradesh,27.9032,96.174,mudslide,rain,medium,0.0,0.0
9051,07/19/2016 09:00:00 AM,"12th Mile area at Jorabat, Meghalaya, India",India,Meghalaya,26.09748244,91.8744337,landslide,unknown,medium,0.0,1.0
2392,09/04/2010 12:00:00 AM,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",India,Sikkim,27.3702,88.7334,landslide,downpour,medium,0.0,
3830,07/22/2011 12:00:00 AM,Manipur,India,Manipur,24.3527,94.3429,landslide,downpour,small,0.0,
1755,04/17/2010 03:00:00 PM,"Natl. Highway 31-A at Pani House(?), Gangtok",India,Sikkim,27.3341,88.6083,landslide,downpour,small,0.0,
6990,06/24/2015 12:00:00 AM,"New Land (""""New Colony"""")",India,Nagaland,26.0319,94.5466,landslide,continuous_rain,medium,0.0,0.0
6222,10/01/2014 11:00:00 AM,Karsingsa block point,India,Arunachal Pradesh,27.1249,93.7706,landslide,unknown,small,5.0,0.0
9169,06/12/2016 12:00:00 AM,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India",India,Nagaland,26.1677,94.2442,landslide,continuous_rain,unknown,0.0,0.0
2344,08/27/2010 04:30:00 PM,"NH-53 at Nungba police station, Kambirong(?), Manipur",India,Assam,24.7505,93.4221,landslide,downpour,medium,0.0,
7263,07/22/2015 12:00:00 AM,"15 kms from Maram, National Highway-102/A (Maram Peren road)",India,Manipur,25.4477,94.0489,landslide,continuous_rain,medium,0.0,0.0
4424,06/20/2012 12:00:00 AM,"Lalunggaon, Guwahati,  Assam",India,Assam,26.149,91.7351,landslide,downpour,medium,,
3525,05/22/2011 12:00:00 AM,"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",India,Assam,25.0672,93.4093,landslide,downpour,medium,0.0,
7369,08/01/2015 12:00:00 AM,between Chalong and Paraolon,India,Manipur,24.1988,94.1016,landslide,continuous_rain,medium,0.0,0.0
4377,06/02/2012 12:00:00 AM,"Guwahati, Assam",India,Assam,26.1475,91.7356,landslide,downpour,large,,
5430,09/01/2013 12:00:00 AM,"Tamenglong- Khongsang Road, Manipur",India,Manipur,24.9037,93.487,mudslide,continuous_rain,medium,0.0,
7264,07/22/2015 12:00:00 AM,22 kms to 30 kms between Sangkungmai and Willong,India,Manipur,25.4538,93.9827,landslide,continuous_rain,medium,0.0,0.0
256,09/10/2007 12:00:00 AM,Rhodong village near Rhey in East Sikkim,India,Sikkim,27.3425,88.6236,landslide,rain,medium,,
9335,05/18/2016 08:00:00 AM,"Bilaipur, Hailakandi district, Assam, India",India,Assam,24.5202,92.7239,landslide,continuous_rain,unknown,2.0,0.0
7279,07/24/2015 12:00:00 AM,Tamenglong Ward No-IV,India,Manipur,24.9818,93.5142,mudslide,monsoon,medium,0.0,0.0
6288,09/22/2014 12:00:00 AM,Noonmati,India,Assam,26.1985,91.7998,landslide,rain,small,0.0,0.0
258,09/11/2007 12:00:00 AM,"NH-39 at Imphal-Moreh section, Lokchao largest event",India,Manipur,24.4279,94.0564,landslide,rain,medium,3.0,
5338,08/16/2013 12:00:00 AM,"Longlem, Nagaland",India,Assam,26.8727,94.9275,landslide,rain,medium,,
6143,07/14/2014 06:00:00 PM,"Zembabawk, Aizawl",India,Mizoram,23.7327,92.7463,landslide,downpour,medium,1.0,2.0
4908,06/08/2013 05:00:00 PM,"15 Km From Gangtok, Himalayans",India,Sikkim,27.3721,88.708,landslide,downpour,medium,0.0,
9124,07/19/2016 12:00:00 AM,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",India,Meghalaya,25.203,90.5573,translational_slide,continuous_rain,large,0.0,0.0
9338,05/18/2016 08:00:00 AM,"Sonachirra, Karimganj district, Assam, India",India,Assam,24.4638,92.4943,landslide,continuous_rain,medium,5.0,0.0
2421,09/13/2010 09:00:00 AM,"road to Muanna Godown, Zuangtui, Mizoram",India,Mizoram,23.75406693,92.74128531,landslide,downpour,medium,,
8901,07/10/2016 12:00:00 AM,"National Highway 2, near Kohima, Nagaland, India",India,Nagaland,25.7902,94.1318,landslide,downpour,medium,0.0,0.0
2283,08/19/2010 12:00:00 AM,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",India,Manipur,24.8961,93.4957,mudslide,downpour,medium,0.0,
4552,09/14/2012 12:00:00 AM,"Takdah, West Bengal",India,Sikkim,27.0377,88.3603,landslide,downpour,medium,,
6016,05/09/2014 11:00:00 PM,"Satgarakul Village, Karimganj, Assam State",India,Assam,24.8669,92.3576,landslide,rain,small,7.0,0.0
7780,08/26/2015 12:00:00 AM,Sailam village,India,Mizoram,23.3572,92.7878,landslide,continuous_rain,medium,1.0,0.0
6283,09/22/2014 12:00:00 AM,Dakhingaon,India,Assam,26.1314,91.7548,landslide,rain,small,0.0,0.0
8930,07/11/2016 11:00:00 PM,"North Point Colony, Akuluto, Nagaland, India",India,Nagaland,26.1699,94.4922,landslide,unknown,large,0.0,0.0
869,10/29/2008 12:00:00 AM,North Lakhimpur ,India,Assam,27.2333,94.1167,landslide,downpour,medium,,
285,09/29/2007 12:00:00 AM,"National Highway, 45 Aizwal (Mizoram)",India,Mizoram,24.1293,92.6921,landslide,rain,medium,,
3662,06/28/2011 12:00:00 AM,"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",India,Manipur,25.03561729,94.0144205,landslide,rain,medium,,
8339,09/23/2015 12:00:00 AM,Kamakhya Temple,India,Assam,26.1666,91.7042,landslide,continuous_rain,medium,0.0,0.0
9186,07/25/2016 12:30:00 PM,"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",India,Manipur,25.48,94.1383,landslide,continuous_rain,medium,0.0,1.0
7253,07/22/2015 12:00:00 AM,Lakhipur,India,Assam,24.7979,92.9974,landslide,continuous_rain,medium,5.0,0.0
6286,09/22/2014 12:00:00 AM,Garchuk,India,Assam,26.1044,91.7082,landslide,rain,small,0.0,0.0
594,06/19/2008 12:00:00 AM,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",India,Manipur,24.9336,93.8275,mudslide,monsoon,medium,,
7383,08/01/2015 12:00:00 AM,"Tuitung village, Khengjoi",India,Manipur,23.899,94.1434,landslide,rain,medium,0.0,0.0
8900,07/07/2016 12:00:00 AM,"Imphal-Ukhrul sector of National Highway 102, Manipur, India",India,Manipur,25.0118,94.3136,landslide,monsoon,large,0.0,0.0
7666,08/11/2015 12:00:00 AM,Tousem,India,Manipur,25.1019,93.3729,landslide,continuous_rain,medium,0.0,0.0
2113,07/21/2010 08:00:00 AM,"Singtam-Mangan rd, Sikkim",India,Sikkim,27.3773,88.559,landslide,downpour,medium,0.0,
